comparison_key,raw_naics_examples_left,source_row_count_left,comparison_title_left,covered_employment_2024_left,occupation_count_left,karpathy_score_left,variant_left,comparison_level_left,source_file_left,karpathy_zscore_left,karpathy_percentile_left,raw_naics_examples_right,source_row_count_right,comparison_title_right,covered_employment_2024_right,occupation_count_right,karpathy_score_right,variant_right,comparison_level_right,source_file_right,karpathy_zscore_right,karpathy_percentile_right,comparison_title
3221,322100,1,"Pulp, paper, and paperboard mills",28800,55,4.8924,repo_current,naics4,industry_exposure_4digit.csv,-0.3701283085682979,0.3870967741935484,322100,1,"Pulp, paper, and paperboard mills",28800,55,4.8861,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,-0.1517943567034373,0.4838709677419355,"Pulp, paper, and paperboard mills"
3222,322200,1,Converted paper product manufacturing,75100,61,5.6698,repo_current,naics4,industry_exposure_4digit.csv,0.21087799072014343,0.6344086021505376,322200,1,Converted paper product manufacturing,75100,61,5.5726,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,0.31757165887000377,0.6612903225806451,Converted paper product manufacturing
3254,325400,1,Pharmaceutical and medicine manufacturing,183600,100,6.0321,repo_current,naics4,industry_exposure_4digit.csv,0.48165054311556654,0.7258064516129032,325400,1,Pharmaceutical and medicine manufacturing,183600,100,6.2659,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,0.7915868935343393,0.7741935483870968,Pharmaceutical and medicine manufacturing
3261,326100,1,Plastics product manufacturing,208300,82,5.2175,repo_current,naics4,industry_exposure_4digit.csv,-0.1271579613870885,0.478494623655914,326100,1,Plastics product manufacturing,208300,82,5.3622,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,0.17371935052819415,0.6236559139784946,Plastics product manufacturing
3262,326200,1,Rubber product manufacturing,40000,59,5.31,repo_current,naics4,industry_exposure_4digit.csv,-0.05802613390550829,0.521505376344086,326200,1,Rubber product manufacturing,40000,59,5.3803,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,0.18609447781425312,0.6344086021505376,Rubber product manufacturing
3311,331100,1,Iron and steel mills and ferroalloy manufacturing,30500,53,4.5836,repo_current,naics4,industry_exposure_4digit.csv,-0.6009165066905915,0.2849462365591398,331100,1,Iron and steel mills and ferroalloy manufacturing,30500,53,4.5213,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,-0.4012112867561555,0.3655913978494624,Iron and steel mills and ferroalloy manufacturing
3312,331200,1,Steel product manufacturing from purchased steel,23400,47,4.8462,repo_current,naics4,industry_exposure_4digit.csv,-0.40465685375369337,0.3655913978494624,331200,1,Steel product manufacturing from purchased steel,23400,47,4.859,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,-0.17032286219803336,0.478494623655914,Steel product manufacturing from purchased steel
3313,331300,1,Alumina and aluminum production and processing,22300,51,4.7892,repo_current,naics4,industry_exposure_4digit.csv,-0.4472570069045049,0.3387096774193548,331300,1,Alumina and aluminum production and processing,22300,51,4.7691,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,-0.2317882734144243,0.45698924731182794,Alumina and aluminum production and processing
3314,331400,1,Nonferrous metal (except aluminum) production and processing,28200,53,5.0603,repo_current,naics4,industry_exposure_4digit.csv,-0.24464469955038054,0.44086021505376344,331400,1,Nonferrous metal (except aluminum) production and processing,28200,53,5.1745,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,0.04538722944569655,0.5645161290322581,Nonferrous metal (except aluminum) production and processing
3315,331500,1,Foundries,33500,55,4.9224,repo_current,naics4,industry_exposure_4digit.csv,-0.347707175331029,0.40860215053763443,331500,1,Foundries,33500,55,4.9564,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,-0.10372963580786106,0.5053763440860215,Foundries
3327,332700,1,"Machine shops; turned product; and screw, nut, and bolt manufacturing",172800,61,4.8194,repo_current,naics4,industry_exposure_4digit.csv,-0.4246863994456538,0.34946236559139787,332700,1,"Machine shops; turned product; and screw, nut, and bolt manufacturing",172800,61,4.3084,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,-0.5467728668225585,0.3172043010752688,"Machine shops; turned product; and screw, nut, and bolt manufacturing"
3328,332800,1,"Coating, engraving, heat treating, and allied activities",50100,54,4.7445,repo_current,naics4,industry_exposure_4digit.csv,-0.4806644954280361,0.3279569892473118,332800,1,"Coating, engraving, heat treating, and allied activities",50100,54,4.4435,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,-0.4544038228255126,0.34946236559139787,"Coating, engraving, heat treating, and allied activities"
3333,333300,1,Commercial and service industry machinery manufacturing,45900,69,6.2113,repo_current,naics4,industry_exposure_4digit.csv,0.6155794456528557,0.7526881720430108,333300,1,Commercial and service industry machinery manufacturing,45900,69,6.3139,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,0.8244049106465391,0.7903225806451613,Commercial and service industry machinery manufacturing
3335,333500,1,Metalworking machinery manufacturing,74900,55,5.4072,repo_current,naics4,industry_exposure_4digit.csv,0.014618337783244569,0.5376344086021505,333500,1,Metalworking machinery manufacturing,74900,55,5.063,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,-0.030846289471184462,0.532258064516129,Metalworking machinery manufacturing
3336,333600,1,"Engine, turbine, and power transmission equipment manufacturing",48300,60,5.5942,repo_current,naics4,industry_exposure_4digit.csv,0.1543767349622241,0.6021505376344086,333600,1,"Engine, turbine, and power transmission equipment manufacturing",48300,60,5.5996,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,0.3360317934956156,0.6774193548387096,"Engine, turbine, and power transmission equipment manufacturing"
