variant,soc4,title,karpathy_score,num_jobs_2024,occupation_count,karpathy_zscore,karpathy_percentile,comparison_key,comparison_level_left,raw_code_examples,raw_title_examples,source_row_count,metric_value,metric_name,comparison_level_right,source_file,sheet_name,metric_zscore,metric_percentile,comparison_title,left_label,right_label,value_gap,percentile_gap,abs_percentile_gap
repo_gabriel,25-11,Career and technical education teachers,3.8,239600.0,1,-0.37210421493104484,0.48295454545454547,25-11,soc4,25-1111.00 | 25-1112.00 | 25-1113.00 | 25-1121.00 | 25-1122.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary | Law Teachers, Postsecondary | Social Work Teachers, Postsecondary | Art, Drama, and Music Teachers, Postsecondary | Communications Teachers, Postsecondary",13,0.0513966726923076,webb_soc4_ai_score,soc4,webb_exposure_by_soc4.xlsx,exposure_by_soc4,-1.84830321927946,0.018518518518518517,Career and technical education teachers,repo_gabriel,webb_soc4_ai_score,3.748603327307692,0.4644360269360269,0.4644360269360269
repo_gabriel,41-20,Retail sales workers,5.6000977464023896,7366000.0,2,0.43090126257990025,0.6022727272727273,41-20,soc4,41-2011.00 | 41-2012.00 | 41-2021.00 | 41-2022.00 | 41-2031.00,Cashiers | Gaming Change Persons and Booth Cashiers | Counter and Rental Clerks | Parts Salespersons | Retail Salespersons,5,0.1881223678,webb_soc4_ai_score,soc4,webb_exposure_by_soc4.xlsx,exposure_by_soc4,-1.1402659672564195,0.1388888888888889,Retail sales workers,repo_gabriel,webb_soc4_ai_score,5.411975378602389,0.4633838383838384,0.4633838383838384
repo_gabriel,41-40,Wholesale and manufacturing sales representatives,5.8,1613600.0,1,0.5200756448746827,0.6193181818181818,41-40,soc4,41-4011.00 | 41-4011.07 | 41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products | Solar Sales Representatives and Assessors | Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",3,0.211914963,webb_soc4_ai_score,soc4,webb_exposure_by_soc4.xlsx,exposure_by_soc4,-1.0170554492141761,0.16666666666666666,Wholesale and manufacturing sales representatives,repo_gabriel,webb_soc4_ai_score,5.588085037,0.45265151515151514,0.45265151515151514
repo_gabriel,41-30,Insurance sales agents,7.0202123413427,1252700.0,4,1.064400082690857,0.8068181818181818,41-30,soc4,41-3011.00 | 41-3021.00 | 41-3031.01 | 41-3031.02 | 41-3031.03,"Advertising Sales Agents | Insurance Sales Agents | Sales Agents, Securities and Commodities | Sales Agents, Financial Services | Securities and Commodities Traders",7,0.3342739942857143,webb_soc4_ai_score,soc4,webb_exposure_by_soc4.xlsx,exposure_by_soc4,-0.38341630623157696,0.37037037037037035,Insurance sales agents,repo_gabriel,webb_soc4_ai_score,6.685938347056985,0.4364478114478114,0.4364478114478114
repo_gabriel,37-30,Grounds maintenance workers,1.6,1296400.0,1,-1.3535020607173451,0.022727272727272728,37-30,soc4,37-3011.00 | 37-3012.00 | 37-3013.00,"Landscaping and Groundskeeping Workers | Pesticide Handlers, Sprayers, and Applicators, Vegetation | Tree Trimmers and Pruners",3,0.3782022833333333,webb_soc4_ai_score,soc4,webb_exposure_by_soc4.xlsx,exposure_by_soc4,-0.15593262045582212,0.4537037037037037,Grounds maintenance workers,repo_gabriel,webb_soc4_ai_score,1.221797716666667,-0.430976430976431,0.430976430976431
repo_gabriel,47-20,Construction laborers and helpers,1.9249619895742835,3683200.0,7,-1.2085397895670578,0.06818181818181818,47-20,soc4,47-2011.00 | 47-2021.00 | 47-2022.00 | 47-2031.01 | 47-2031.02,Boilermakers | Brickmasons and Blockmasons | Stonemasons | Construction Carpenters | Rough Carpenters,17,0.382542345882353,webb_soc4_ai_score,soc4,webb_exposure_by_soc4.xlsx,exposure_by_soc4,-0.13345750370183074,0.46296296296296297,Construction laborers and helpers,repo_gabriel,webb_soc4_ai_score,1.5424196436919306,-0.3947811447811448,0.3947811447811448
repo_gabriel,39-70,Tour and travel guides,3.8,55800.0,1,-0.37210421493104484,0.48295454545454547,39-70,soc4,39-7011.00 | 39-7012.00,Tour Guides and Escorts | Travel Guides,2,0.17121922,webb_soc4_ai_score,soc4,webb_exposure_by_soc4.xlsx,exposure_by_soc4,-1.2277993186826062,0.09259259259259259,Tour and travel guides,repo_gabriel,webb_soc4_ai_score,3.6287807799999996,0.39036195286195285,0.39036195286195285
repo_gabriel,49-20,Telecommunications technicians,2.4880131362889983,548100.0,3,-0.9573683429973636,0.2727272727272727,49-20,soc4,49-2011.00 | 49-2021.00 | 49-2021.01 | 49-2022.00 | 49-2091.00,"Computer, Automated Teller, and Office Machine Repairers | Radio, Cellular, and Tower Equipment Installers and Repairers | Radio Mechanics | Telecommunications Equipment Installers and Repairers, Except Line Installers | Avionics Technicians",12,0.4679466566666666,webb_soc4_ai_score,soc4,webb_exposure_by_soc4.xlsx,exposure_by_soc4,0.30881074347013077,0.6574074074074074,Telecommunications technicians,repo_gabriel,webb_soc4_ai_score,2.0200664796223315,-0.38468013468013473,0.38468013468013473
repo_gabriel,19-40,Biological technicians,4.070688321732406,258600.0,7,-0.2513528804639121,0.5113636363636364,19-40,soc4,19-4011.01 | 19-4011.02 | 19-4021.00 | 19-4031.00 | 19-4041.01,Agricultural Technicians | Food Science Technicians | Biological Technicians | Chemical Technicians | Geophysical Data Technicians,16,0.652976629375,webb_soc4_ai_score,soc4,webb_exposure_by_soc4.xlsx,exposure_by_soc4,1.2669928416859606,0.8888888888888888,Biological technicians,repo_gabriel,webb_soc4_ai_score,3.417711692357406,-0.3775252525252525,0.3775252525252525
repo_gabriel,33-30,Police and detectives,2.3363171977621016,1233300.0,2,-1.0250383735813762,0.19318181818181818,33-30,soc4,33-3011.00 | 33-3012.00 | 33-3021.01 | 33-3021.02 | 33-3021.03,Bailiffs | Correctional Officers and Jailers | Police Detectives | Police Identification and Records Officers | Criminal Investigators and Special Agents,12,0.4220133369166667,webb_soc4_ai_score,soc4,webb_exposure_by_soc4.xlsx,exposure_by_soc4,0.07094395869007061,0.5648148148148148,Police and detectives,repo_gabriel,webb_soc4_ai_score,1.9143038608454348,-0.3716329966329966,0.3716329966329966
