comparison_key,raw_naics_examples_left,source_row_count_left,covered_employment_2024,occupation_count,karpathy_score,variant,comparison_level_left,source_file_left,karpathy_zscore,karpathy_percentile,raw_naics_examples_right,raw_title_examples,source_row_count_right,metric_value,metric_name,comparison_level_right,source_file_right,sheet_name,metric_zscore,metric_percentile,comparison_title,left_label,right_label,value_gap,percentile_gap,abs_percentile_gap
6219,621900,1,297500,106,4.7176,repo_current,naics4,industry_exposure_4digit.csv,-0.5007687782307879,0.3225806451612903,621900,Other Ambulatory Health Care Services,1,0.6135603,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,0.6109243881631691,0.7357723577235772,Other ambulatory healthcare services,repo_current,felten_image_generation_aiie,4.1040397,-0.4131917125622869,0.4131917125622869
8122,812200,1,57700,27,5.4627,repo_current,naics4,industry_exposure_4digit.csv,0.05609743427219322,0.5483870967741935,812200,Death Care Services,1,-0.9344434,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.9296449459975237,0.15447154471544716,Death care services,repo_current,felten_image_generation_aiie,6.3971434,0.39391555205874634,0.39391555205874634
4869,486900,1,2700,15,4.8519,repo_current,naics4,industry_exposure_4digit.csv,-0.4003968384386121,0.3709677419354839,486900,Other Pipeline Transportation,1,0.7215898,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,0.7184350710411961,0.7601626016260162,Other pipeline transportation,repo_current,felten_image_generation_aiie,4.130310199999999,-0.38919485969053236,0.38919485969053236
5619,561900,1,122700,90,5.6822,repo_current,naics4,industry_exposure_4digit.csv,0.22014539245821443,0.6505376344086021,561900,Other Support Services,1,-0.6175775,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.6143008104626869,0.2886178861788618,Other support services,repo_current,felten_image_generation_aiie,6.2997775,0.3619197482297403,0.3619197482297403
4854,485400,1,158600,23,4.1526,repo_current,naics4,industry_exposure_4digit.csv,-0.9230334541993621,0.1935483870967742,485400,School and Employee Bus Transportation,1,0.0095714,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,0.00983617531622998,0.5528455284552846,School and employee bus transportation,repo_current,felten_image_generation_aiie,4.1430286,-0.3592971413585104,0.3592971413585104
3113,311300,1,22100,54,5.2851,repo_current,naics4,industry_exposure_4digit.csv,-0.07663567449244167,0.5053763440860215,311300,Sugar and Confectionery Product Manufacturing,1,-0.9476967,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.9428345963558734,0.14634146341463414,Sugar and confectionery product manufacturing,repo_current,felten_image_generation_aiie,6.2327967,0.35903488067138734,0.35903488067138734
3117,311700,1,7800,35,4.9359,repo_current,naics4,industry_exposure_4digit.csv,-0.3376176653742574,0.41397849462365593,311700,Seafood Product Preparation and Packaging,1,-1.418681,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-1.4115569705020983,0.06504065040650407,Seafood product preparation and packaging,repo_current,felten_image_generation_aiie,6.3545810000000005,0.34893784421715185,0.34893784421715185
3262,326200,1,40000,59,5.31,repo_current,naics4,industry_exposure_4digit.csv,-0.05802613390550829,0.521505376344086,326200,Rubber Product Manufacturing,1,-0.8993759,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.8947458594348235,0.17479674796747968,Rubber product manufacturing,repo_current,felten_image_generation_aiie,6.2093758999999995,0.3467086283766063,0.3467086283766063
8121,812100,1,648200,33,2.8278,repo_current,naics4,industry_exposure_4digit.csv,-1.913150697957179,0.016129032258064516,812100,Personal Care Services,1,-0.494239,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.49155464982923464,0.3617886178861789,Personal care services,repo_current,felten_image_generation_aiie,3.3220389999999997,-0.3456595856281144,0.3456595856281144
4862,486200,1,14000,42,4.8714,repo_current,naics4,industry_exposure_4digit.csv,-0.38582310183438645,0.3817204301075269,486200,Pipeline Transportation of Natural Gas,1,0.5647721,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,0.5623704959541914,0.7235772357723578,Pipeline transportation of natural gas,repo_current,felten_image_generation_aiie,4.3066279000000005,-0.3418568056648309,0.3418568056648309
3222,322200,1,75100,61,5.6698,repo_current,naics4,industry_exposure_4digit.csv,0.21087799072014343,0.6344086021505376,322200,Converted Paper Product Manufacturing,1,-0.6015435,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.5983438145563255,0.3048780487804878,Converted paper product manufacturing,repo_current,felten_image_generation_aiie,6.2713435,0.32953055337004983,0.32953055337004983
2121,212100,1,18400,32,3.8098,repo_current,naics4,industry_exposure_4digit.csv,-1.1792322699905602,0.12365591397849462,212100,Coal Mining,1,-0.257535,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.2559874327268643,0.45121951219512196,Coal mining,repo_current,felten_image_generation_aiie,4.067335,-0.32756359821662734,0.32756359821662734
2382,238200,1,1885000,105,3.8725,repo_current,naics4,industry_exposure_4digit.csv,-1.1323721015246673,0.13978494623655913,238200,Building Equipment Contractors,1,-0.2382211,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.23676628870566702,0.45934959349593496,Building equipment contractors,repo_current,felten_image_generation_aiie,4.1107211,-0.31956464725937583,0.31956464725937583
3366,336600,1,78700,73,4.2516,repo_current,naics4,industry_exposure_4digit.csv,-0.849043714516373,0.21505376344086022,336600,Ship and Boat Building,1,-0.0544223,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.053850191712142836,0.532520325203252,Ship and boat building,repo_current,felten_image_generation_aiie,4.3060222999999995,-0.31746656176239174,0.31746656176239174
3379,337900,1,5600,23,6.3214,repo_current,naics4,industry_exposure_4digit.csv,0.6978650046336344,0.7688172043010753,337900,Other Furniture Related Product Manufacturing,1,-0.2421737,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.2406999061448266,0.45528455284552843,Other furniture related product manufacturing,repo_current,felten_image_generation_aiie,6.5635737,0.3135326514555468,0.3135326514555468
2122,212200,1,24100,58,4.1867,repo_current,naics4,industry_exposure_4digit.csv,-0.8975480994196655,0.20430107526881722,212200,Metal Ore Mining,1,-0.0988843,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.09809866071480267,0.5121951219512195,Metal ore mining,repo_current,felten_image_generation_aiie,4.2855843,-0.3078940466824023,0.3078940466824023
