gvkey,firmgenaiexp_estz_total,firmgenaiexp_estz_core,firmgenaiexp_estz_supplemental
62655,.3290941473977076,.2570191233282176,.0720750190868168
62686,.3141133150472394,.2596183111293699,.0544949995318674
62689,.3999419201047479,.3424421263337918,.0574997921044876
62723,.3947590325752267,.34521445605999,.0495445704085785
62732,.5185300734499561,.3573884503551106,.1611416288398512
62823,.3208717329889262,.2849149003741203,.0359568282282242
62897,.3843123850392002,.2597184028583386,.1245939844339114
62921,.384511719460583,.3238580807457322,.0606536326666364
62965,.4574860474481138,.3958628095646782,.0616232366983107
62979,.4021087244776941,.3148444039405785,.0872643161461247
63000,.3396323661533113,.2672930917041462,.0723392715285634
63058,.3530909257630507,.3098277935137351,.0432631259163221
63080,.4465852945036179,.3982743351429009,.048310953540634
63083,.3571663101728458,.2970076243893737,.0601586789186847
63123,.3329067328746315,.2747691500770675,.0581375783359323
63135,.4035164922293455,.3034906028919703,.1000258853046836
63139,.3152280785143375,.2647668588906527,.050461214967072
63169,.4352966643576241,.3890983147906519,.0461983432603758
63172,.4745275245862186,.4236415981646594,.0508859229787792
63178,.3838814722712373,.306445862217531,.0774356093811976
63185,.433209696125285,.3976134184930984,.0355962741748934
63186,.3858574022326278,.3301958175041175,.0556615784631429
63224,.3856528427157194,.3003498175639218,.0853030217606259
63232,.3970481738479742,.31300149266551,.0840466778185991
63288,.3142156489533783,.2617756475448248,.0524400007944579
63290,.4079073935374707,.365020538695734,.0428868499591531
63338,.4069771921516242,.3305754182151346,.0764017722774884
63417,.5013307458276881,.363464240018947,.1378665083195032
63422,.4489327640659817,.3948021598768184,.0541305914445177
63448,.409887111153115,.3668626677244903,.0430244305594401
63456,.3430055115711584,.2499997394768854,.0930057688058928
63476,.4413377186283471,.3629717654906787,.0783659515930358
63490,.3924071310288584,.3172222127248795,.0751849163887748
63501,.4011252344759011,.3257645392495856,.0753606935707924
63527,.3971700161101573,.3196800732840687,.0774899408470551
63543,.3732975284864864,.2837115899601061,.0895859347543875
63590,.3645724101969209,.2911156772132047,.073456726911035
63596,.3875876714600557,.3140971639318699,.0734905002054884
63605,.3479693124387214,.2960489787782335,.0519203277459866
63639,.3640276417485994,.3120154130088076,.0520122272099358
63643,.2405152806854142,.1571676191232431,.0833476617721168
63645,.3647912614980032,.303415332263095,.0613759225656636
63650,.3926702496065466,.3262915150970622,.0663787271046552
63724,.3660879336464318,.3031223746878443,.0629655577158973
63725,.3839208969421553,.2940871256027828,.0898337673624618
63736,.4737687193331684,.3973031799684988,.0764655357728107
63739,.1741656501924056,.1457135719461375,.0284520764527041
63759,.4471353298237839,.3898821323549219,.0572531909129643
63781,.4145656035209029,.3432975690439611,.0712680280813844
63798,.4431522080881727,.3250976852658721,.1180545188900497
63847,.1956735519735653,.1392713595548073,.056402190617582
63863,.3890000591290594,.3471682210341734,.0418318249651965
63892,.3308534617124708,.2591699709860533,.0716834874573515
63904,.5386900901794434,.5146229863166809,.0240670777857304
63927,.326097012802352,.2580134697733223,.0680835387761856
63952,.3705835932269991,.2931883958157014,.0773951939310924
63987,.4165308837099627,.3544028074641646,.0621280677728635
64028,.3160265365290894,.2491119536287501,.0669145803968154
64030,.3037751760900308,.2508733802389948,.0529017916800177
64061,.3638120441392223,.3035313523270411,.0602806864745924
64063,.3033622127999761,.2595894196398331,.0437727877542601
64077,.5129291812578838,.4784013380606969,.0345278407136599
64107,.2470396379516882,.1942201043479144,.0528195301070809
64166,.3242651817741068,.2722204367719374,.052044743972925
64175,.2804824063670427,.2239294970855366,.0565529083444154
64196,.3169501715570308,.2449112013880754,.0720389677859975
64223,.4294206113215972,.3720321007790212,.0573884990167003
64228,.4209473402239382,.3150812791427599,.1058660570532084
64254,.4091445233379113,.3528173539554914,.0563271628449091
64302,.3623089585209325,.2997789104180247,.0625300485242113
64306,.332764866130025,.2615964646761617,.0711683946625129
64327,.3836150958561827,.3220799891181851,.0615350986037134
64334,.3330522555716318,.2724097181385881,.0606425288985007
64336,.2644354051383944,.2104470398924922,.0539883602653509
64344,.3297865607181095,.273810978759857,.0559755753066504
64356,.4286128365316763,.3718939854539766,.0567188443099534
64389,.4106861001863772,.3643527089391557,.046333379131121
64410,.2951414904416371,.2085867958058243,.0865546949753439
64480,.4350132603222087,.3726083157165009,.0624049417548955
64515,.3805841868845642,.3229445356793783,.057639645999758
64536,.448555970652278,.3796645094136334,.0688914591381267
64545,.4044130721262523,.3177071038101401,.0867059627281768
64547,.3948358601602718,.3179974741859912,.0768383815108993
