comparison_key,raw_naics_examples,raw_title_examples,source_row_count,metric_value,comparison_title,metric_name,comparison_level,source_file,sheet_name,metric_zscore,metric_percentile
4450,4450,Food and Beverage Stores (4451 and 4452 only),1,-0.4066956,Food and Beverage Stores (4451 and 4452 only),felten_base_aiie,naics4,AIOE_DataAppendix.xlsx,Appendix B,-0.4076123417124833,0.4024390243902439
4453,4453,"Beer, Wine, and Liquor Stores",1,-0.0185797,"Beer, wine, and liquor retailers",felten_base_aiie,naics4,AIOE_DataAppendix.xlsx,Appendix B,-0.021015348021575744,0.540650406504065
4461,4461,Health and Personal Care Stores,1,0.3257251,Health and Personal Care Stores,felten_base_aiie,naics4,AIOE_DataAppendix.xlsx,Appendix B,0.32194200207242757,0.6585365853658537
4471,4471,Gasoline Stations,1,-0.3108229,Gasoline Stations,felten_base_aiie,naics4,AIOE_DataAppendix.xlsx,Appendix B,-0.31211484316364707,0.43902439024390244
4481,4481,Clothing Stores,1,0.2268381,Clothing Stores,felten_base_aiie,naics4,AIOE_DataAppendix.xlsx,Appendix B,0.2234420001010763,0.6260162601626016
4482,4482,Shoe Stores,1,0.2810808,Shoe Stores,felten_base_aiie,naics4,AIOE_DataAppendix.xlsx,Appendix B,0.277472419235355,0.6504065040650406
4483,4483,"Jewelry, Luggage, and Leather Goods Stores",1,0.3828857,"Jewelry, Luggage, and Leather Goods Stores",felten_base_aiie,naics4,AIOE_DataAppendix.xlsx,Appendix B,0.37887890189428103,0.6829268292682927
4511,4511,"Sporting Goods, Hobby, and Musical Instrument Stores",1,0.2090943,"Sporting Goods, Hobby, and Musical Instrument Stores",felten_base_aiie,naics4,AIOE_DataAppendix.xlsx,Appendix B,0.2057676411360024,0.6178861788617886
4512,4512,Book Stores and News Dealers,1,0.2499871,Book Stores and News Dealers,felten_base_aiie,naics4,AIOE_DataAppendix.xlsx,Appendix B,0.24650040561074701,0.6422764227642277
4520,4520,General Merchandise Stores,1,-0.007219,General Merchandise Stores,felten_base_aiie,naics4,AIOE_DataAppendix.xlsx,Appendix B,-0.009699108552323662,0.5528455284552846
4530,4530,Miscellaneous Store Retailers (4532 and 4533 only),1,0.1663383,Miscellaneous Store Retailers (4532 and 4533 only),felten_base_aiie,naics4,AIOE_DataAppendix.xlsx,Appendix B,0.16317896836519233,0.6056910569105691
4531,4531,Florists,1,-0.3690017,Florists,felten_base_aiie,naics4,AIOE_DataAppendix.xlsx,Appendix B,-0.3700659582211455,0.4105691056910569
4539,4539,Other Miscellaneous Store Retailers,1,0.00781,Other Miscellaneous Store Retailers,felten_base_aiie,naics4,AIOE_DataAppendix.xlsx,Appendix B,0.005271074885614976,0.556910569105691
4541,4541,Electronic Shopping and Mail-Order Houses,1,0.6046838,Electronic Shopping and Mail-Order Houses,felten_base_aiie,naics4,AIOE_DataAppendix.xlsx,Appendix B,0.5998089866095819,0.7357723577235772
4542,4542,Vending Machine Operators,1,-0.6646855,Vending Machine Operators,felten_base_aiie,naics4,AIOE_DataAppendix.xlsx,Appendix B,-0.6645925884444979,0.3252032520325203
4543,4543,Direct Selling Establishments,1,-0.0433316,Direct Selling Establishments,felten_base_aiie,naics4,AIOE_DataAppendix.xlsx,Appendix B,-0.04567038052124395,0.5284552845528455
4811,4811,Scheduled Air Transportation,1,-0.4555449,Scheduled air transportation,felten_base_aiie,naics4,AIOE_DataAppendix.xlsx,Appendix B,-0.4562704681224171,0.3943089430894309
4812,4812,Nonscheduled Air Transportation,1,0.1134526,Nonscheduled air transportation,felten_base_aiie,naics4,AIOE_DataAppendix.xlsx,Appendix B,0.11050023855989648,0.5934959349593496
4821,4821,Rail Transportation,1,-0.5922358,Rail Transportation,felten_base_aiie,naics4,AIOE_DataAppendix.xlsx,Appendix B,-0.5924264230959301,0.35365853658536583
4831,4831,"Deep Sea, Coastal, and Great Lakes Water Transportation",1,-0.3280049,"Deep sea, coastal, and great lakes water transportation",felten_base_aiie,naics4,AIOE_DataAppendix.xlsx,Appendix B,-0.32922960075434915,0.43089430894308944
4832,4832,Inland Water Transportation,1,-0.8718479,Inland water transportation,felten_base_aiie,naics4,AIOE_DataAppendix.xlsx,Appendix B,-0.8709442505273789,0.21951219512195122
4840,4840,Truck Transportation,1,-1.282191,Truck Transportation,felten_base_aiie,naics4,AIOE_DataAppendix.xlsx,Appendix B,-1.2796814572272524,0.06504065040650407
4851,4851,Urban Transit Systems,1,-0.1201694,Urban transit systems,felten_base_aiie,naics4,AIOE_DataAppendix.xlsx,Appendix B,-0.12220747287387163,0.508130081300813
4852,4852,Interurban and Rural Bus Transportation,1,-0.0462207,Interurban and rural bus transportation,felten_base_aiie,naics4,AIOE_DataAppendix.xlsx,Appendix B,-0.04854817391871208,0.524390243902439
4853,4853,Taxi and Limousine Service,1,1.369857,Taxi and limousine service,felten_base_aiie,naics4,AIOE_DataAppendix.xlsx,Appendix B,1.3619876522423262,0.8739837398373984
4854,4854,School and Employee Bus Transportation,1,0.076602,School and employee bus transportation,felten_base_aiie,naics4,AIOE_DataAppendix.xlsx,Appendix B,0.07379385478199364,0.5772357723577236
4855,4855,Charter Bus Industry,1,0.0093568,Charter bus industry,felten_base_aiie,naics4,AIOE_DataAppendix.xlsx,Appendix B,0.006811821425092221,0.5609756097560976
4859,4859,Other Transit and Ground Passenger Transportation,1,0.9623069,Other transit and ground passenger transportation,felten_base_aiie,naics4,AIOE_DataAppendix.xlsx,Appendix B,0.956032515030919,0.7967479674796748
