comparison_key,raw_naics_examples,source_row_count,comparison_title,covered_employment_2024,occupation_count,karpathy_score,variant,comparison_level,source_file,karpathy_zscore,karpathy_percentile
5321,532100,1,Automotive equipment rental and leasing,93500,45,4.0966,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,-0.6915823673301402,0.25806451612903225
5411,541100,1,Legal services,1063000,64,7.9679,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,1.9552590836377566,0.978494623655914
5412,541200,1,"Accounting, tax preparation, bookkeeping, and payroll services",887100,95,7.8891,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,1.9013828388785619,0.967741935483871
5413,541300,1,"Architectural, engineering, and related services",1450000,172,6.6843,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,1.0776506093623475,0.8225806451612904
5414,541400,1,Specialized design services,105800,70,7.4178,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,1.5791509333581502,0.9086021505376344
5415,541500,1,Computer systems design and related services,1882900,117,8.2904,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,2.175755136110349,0.989247311827957
5416,541600,1,"Management, scientific, and technical consulting services",1279200,173,7.6266,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,1.721909307796219,0.9354838709677419
5417,541700,1,Scientific research and development services,724400,190,7.0962,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,1.3592702187064114,0.8709677419354839
5418,541800,1,"Advertising, public relations, and related services",329700,80,7.8121,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,1.8487372697610747,0.956989247311828
5419,541900,1,"Other professional, scientific, and technical services",720300,130,4.956,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,-0.10400311928379602,0.5
5611,561100,1,Office administrative services,414300,104,7.6272,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,1.722319533010122,0.9408602150537635
5612,561200,1,Facilities support services,128500,107,3.4044,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,-1.1648455224356544,0.13440860215053763
5613,561300,1,Employment services,1549300,241,5.3586,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,0.17125799924477944,0.6182795698924731
5614,561400,1,Business support services,437600,75,8.3324,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,2.2044709010835235,1.0
5615,561500,1,Travel arrangement and reservation services,118400,64,7.5122,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,1.6436930336788098,0.9247311827956989
5616,561600,1,Investigation and security services,821400,62,3.7776,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,-0.909685439388301,0.1827956989247312
5617,561700,1,Services to buildings and dwellings,1827500,55,2.5209,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,-1.7689021499070816,0.016129032258064516
5619,561900,1,Other support services,122700,90,5.5798,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,0.3224943614368332,0.6720430107526881
